artist,artist_id,count,genres
The White Stripes,4F84IBURUo98rz4r61KF70,5,alternative rock|blues rock|garage rock|modern blues rock|modern rock|permanent wave|punk blues|rock
The Wood Brothers,6FxuPrpa8phaP3Xn73emhT,1,blues rock|deep new americana|funk|jam band|modern blues|new americana|progressive bluegrass|roots rock|stomp and holler
The xx,3iOvXCl6edW5Um0fXEBRXy,1,downtempo|dream pop|indietronica
The-Dream,1W3FSF1BLpY3hlVIgvenLz,1,dance pop|deep pop r&b|hip hop|hip pop|pop|r&b|southern hip hop|trap|urban contemporary
Thelma Plum,0C6qzW0Am8OVyHSoT57fnC,1,australian hip hop|australian indie|australian indigenous|australian pop
Theo Katzman,2a4lU7F8toqKpb5v6Ftqya,1,retro soul
Thomas Owens,5klnPBXrUhyAGezIS6V28F,1,
Timan Family Choir,78OK71F2nNKI5nNw4BycWm,1,
Tiny Meat Gang,072QZuLtCqlAesYnOGY7lN,2,meme rap|social media pop
Tom Brosseau,2N8B0dQLfpwOtput9mRlko,8,north dakota indie
Tom Odell,2txHhyCwHjUEpJjWrEyqyX,19,modern rock|neo mellow|pop|pop rock
Tom T. Hall,1SvG3y1gYAFOsv9785Xu9T,1,classic country pop|country|country rock|folk|outlaw country|traditional folk
Tor Miller,6HCZOENaZRSdEWQVSN8vzL,1,nyc pop
Trent Dabbs,6QFuGrftxjfONIARygYHIe,2,acoustic pop|christian indie|indiecoustica|neo mellow
Trina,4PrinKSrmILmo0kERG0Ogn,1,deep pop r&b|escape room|hip pop|miami hip hop|pop rap|r&b|rap|rap latina|southern hip hop|trap|trap queen
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,1,hip hop|pop|pop rap|r&b|southern hip hop|trap|trap soul
Tycho,5oOhM2DFWab8XhSdQiITry,2,chillwave|downtempo|indietronica|intelligent dance music
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,3,hip hop|rap
Typhoon,6p6WlxIkeWH8yOYvciFfVl,16,portland indie|stomp and holler
Tōth,02nqs3YdfX7Th3gYTYFrqc,1,
U2,51Blml2LZPmy7TTiAg47vQ,3,irish rock|permanent wave|rock
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,1,chillwave|indie pop|indie rock|indie soul|indietronica|kiwi rock|neo-psychedelic|new rave|portland hip hop|psychedelic pop
Unlimited Gravity,0yQosVg3rwqj4yD7BHiTjF,1,
Vacationer,4rs1K6gDzLY5VnCMSC80o7,2,chillwave|indie pop|indie rock|indietronica|modern rock|philly indie|shimmer pop
Valerie June,4QZdOCb3UacKbQ1ybDFAKM,1,indie folk|memphis americana|new americana
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,2,baroque pop|indie pop|indie rock|modern rock|rock
Vance Joy,10exVja0key0uqUkk6LJRT,5,folk-pop|modern rock|neo mellow|pop|pop rock
Various Cruelties,55GxwgjpoIuWz7TCMD5Xns,12,
Verskotzi,4jgG1WFdSmoMOX5QAZY0bI,10,
Villagers,2m1l9MLSslzup4vvokKgvQ,2,chamber pop|indie folk|indie rock|stomp and holler
Vince Staples,68kEuyFKyqrdQQLLsmiatm,2,conscious hip hop|escape room|hip hop|rap|southern hip hop|underground hip hop
Vitamin String Quartet,6MERXsiRbur2oJZFgYRDKz,8,bow pop|classify
Volcano Choir,6gAtOqhriLzOzb3Qqmg5kO,4,eau claire indie|indie folk|wisconsin indie
Vulfpeck,7pXu47GoqSYRajmBCjxdD6,2,ann arbor indie|funk rock|instrumental funk
WHY?,0d7aBBLFcc4dlETnae6zcH,1,abstract hip hop|anti-folk|bay area indie|freak folk|indie rock
Wafia,0FL2d6iFFNAV3yBUbXjZ1U,1,australian hip hop|australian indie|australian pop
Warm Human,55B50xjgkbaSWD0MZXhhX4,1,
Watsky,3mJ9GlkLzj8Ka7Z7EQaCMi,3,abstract hip hop|comic|indie pop rap|modern rock|pop rap
West Angeles Mass Choir,3bsJsziYSfce3GCqthQCPM,1,
White Denim,0RdRumkn2UydUjqytNJ2Cp,2,austin rock|austindie|freak folk|funk|indie rock|modern rock|neo-psychedelic
White Panda,1mOUOvOOaoTF2b3kDjrety,1,indie pop rap|mashup
Wiidope,2tQDm3eO5HZrK7g2YAoIPd,1,
Wilco,2QoU3awHVdcHS8LrZEKvSM,2,alternative country|alternative rock|chicago indie|indie pop|indie rock|rock|roots rock|slowcore
Wild Child,1xLMexpeeTKQ20SwGMaGSK,48,austin americana|austindie|deep new americana|folk-pop|indie folk|stomp and holler
Wild Party,48PAAxWdIDbA4WHkHjgsEv,3,indie pop|indie poptimism|modern alternative rock|modern rock
Wilder Adkins,2AQVIbXzroJV8VBwKdy7Pc,1,christian uplift|indiecoustica|roots worship
Wilder Woods,26DytDdxKgr9N0tdrBSLs2,5,acoustic pop|indiecoustica|neo mellow
Wilderado,1Tp7C6LzxZe9Mix6rn4zbI,1,deep new americana|indie folk|modern rock|new americana|stomp and holler
Wildermiss,7K9fyLw4RPBp8PIFkif2eB,2,denver indie
Will Dailey,2cqtuLnbDrAHvHkKRnSMBH,1,boston folk
Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,1,classic country pop|country|country rock|nashville sound|outlaw country|singer-songwriter|texas country
Wilson Pickett,0N5PyKJzS3M1XNlaCL7bbE,4,brill building pop|classic soul|funk|memphis soul|motown|rock-and-roll|soul|southern soul
Wynton Marsalis,375zxMmh2cSgUzFFnva0O7,1,bebop|big band|classical trumpet|contemporary post-bop|cool jazz|hard bop|jazz|jazz trumpet|new orleans jazz|straight-ahead jazz
Wynton Marsalis Septet,3cOaUqzZ7TYloRPGcuQnMY,1,jazz
Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,1,alternative dance|alternative rock|dance-punk|garage rock|indie pop|indie rock|modern rock|new rave|rock
Yeasayer,04HvbIwBccFmRie5ATX4ft,1,alternative dance|brooklyn indie|chillwave|dance-punk|indie pop|indie rock|modern rock|new rave|shimmer pop|stomp and holler
Yeek,5BhFZpE8kUGZJiKOsYjLQM,2,alternative r&b|indie r&b
Yellow Days,3dv4Q4q3LWOnbLJnC6GgTY,1,bedroom pop
Yellow Ostrich,3zIJJVhqINXeuLWMbZdlbY,3,shimmer pop|stomp and holler
You Me and Apollo,5WnCDLphIz64UWulYViECP,1,
You Won't,5lBYzBQdFqhcJRc30cPHa9,26,modern folk rock|stomp and holler
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,2,indie pop|indie rock|indietronica|modern alternative rock|modern rock|pop rock|rock|stomp and holler
Your Smith,2kTZfKGZEj8R76z3ooKOF1,6,electropop|minneapolis indie
Youth Lagoon,1Z2KInfSmPOzAIYyiaXeti,2,chillwave|dream pop|idaho indie|indie pop|indie rock|indietronica|shimmer pop|stomp and holler
Zack De La Rocha,1jKpNUjiz4KXgaAZD5FI9S,1,industrial hip hop|political hip hop
Zero 7,14H7ag1wpQOsPPQJOD6Dqr,1,downtempo|electronica|nu jazz|trip hop
Zoe Manville,3cirKgD46SUAENxkH571sd,1,
Zoë Kravitz,4G4om3U7TKES0hDBQYYVy7,1,
alt-J,3XHO7cRUPCLOr6jwp8vsx5,23,indie rock|modern rock
boygenius,1hLiboQ98IQWhpKeP9vRFw,1,
clipping.,5HJ2kX5UTwN4Ns8fB5Rn1I,1,alternative hip hop|escape room|experimental hip hop|industrial hip hop
half•alive,7sOR7gk6XUlGnxj3p9F54k,2,indie pop|modern alternative rock|modern rock|rock
illuminati hotties,3ztRX1UoIOsFqpD7dB6R8O,1,indie punk|indie rock|small room
of Montreal,5xeBMeW0YzWIXSVzAxhM8O,1,alternative dance|alternative rock|anti-folk|art pop|athens indie|baroque pop|dance-punk|e6fi|freak folk|indie pop|indie rock|lo-fi|modern rock|new rave
yMusic,4h7DUL1L3RrCzquDp8xQXY,1,modern performance
Ásgeir,7xUZ4069zcyBM4Bn10NQ1c,2,icelandic folk|icelandic indie|icelandic pop|indie folk
